,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
42,Deulofeu,a,MIL,17,"6,32","7,03",4,0,0 / 0,0,2,4,0
43,Lezzerini,p,FIO,1,"7,0","7,0",0,0,0 / 0,0,0,0,0
44,Berardi,a,SAS,21,"6,29","7,0",5,0,2 / 3,0,6,6,0
45,Ljajic,a,TOR,33,"6,09","6,98",10,0,1 / 2,0,5,5,0
46,Pellissier,a,CHI,28,"5,95","6,96",9,0,3 / 3,0,2,1,0
47,Mchedlidze,a,EMP,14,"6,04","6,96",6,0,0 / 1,0,0,4,0
48,Inglese,a,CHI,31,"5,95","6,95",10,0,0 / 1,0,4,0,0
49,Verdi,c,BOL,27,"6,24","6,94",6,0,0 / 0,0,3,4,0
50,Petagna,a,ATA,33,"6,33","6,94",5,0,0 / 0,0,6,2,0
51,Caldara,d,ATA,30,"6,28","6,92",7,0,0 / 0,0,0,4,0
52,Banega,c,INT,24,"5,96","6,92",6,0,0 / 0,0,7,2,1
53,Suso,c,MIL,34,"6,28","6,91",7,0,0 / 1,0,6,5,0
54,Zielinski,c,NAP,34,"6,34","6,90",5,0,0 / 0,0,6,4,0
55,Pjanic,c,JUV,30,"6,22","6,9",5,0,0 / 0,0,8,5,0
56,Mandzukic,a,JUV,32,"6,25","6,89",7,0,0 / 0,0,2,5,0
57,Fofana,c,UDI,22,"6,23","6,89",5,0,0 / 0,0,1,3,0
58,Andreolli,d,INT,4,"6,12","6,88",1,0,0 / 0,0,0,0,0
59,Eder,a,INT,30,"6,03","6,88",8,0,0 / 0,0,3,3,0
60,Di Francesco F.,c,BOL,17,"6,15","6,88",4,0,0 / 0,0,3,3,1
61,Bacca,a,MIL,30,"5,78","6,87",13,0,4 / 6,0,1,3,0
62,Thereau,a,UDI,33,"5,88","6,86",12,0,1 / 2,0,1,3,0
63,Melchiorri,a,CAG,10,"6,0","6,85",3,0,0 / 0,0,0,1,0
64,Birsa,c,CHI,35,"6,13","6,83",7,0,0 / 1,0,9,5,0
65,Simeone,a,GEN,35,"5,9","6,83",12,0,1 / 2,0,1,3,0
66,Bonaventura,c,MIL,19,"6,42","6,82",3,0,0 / 0,0,0,3,0
67,Jankto,c,UDI,25,"6,16","6,8",5,0,0 / 0,0,4,6,0
68,Pellegrini Lo.,c,SAS,28,"6,05","6,79",6,0,1 / 1,0,7,7,1
69,Zapata D.,a,UDI,38,"5,99","6,79",10,0,1 / 1,0,2,3,0
70,Paredes,c,ROM,18,"6,33","6,78",3,0,0 / 0,0,1,4,0
71,Dzemaili,c,BOL,31,"6,13","6,77",8,0,0 / 0,0,2,10,1
72,Kessie',c,ATA,30,"6,28","6,77",6,0,2 / 2,0,1,5,2
73,Felipe Anderson,c,LAZ,36,"6,28","6,76",4,0,1 / 1,0,8,5,0
74,Strootman,c,ROM,33,"6,30","6,76",4,0,0 / 0,0,6,6,0
75,Balic,c,UDI,4,"6,12","6,75",1,0,0 / 0,0,0,1,0
76,Muric R.,c,PES,4,"6,0","6,75",1,0,0 / 0,0,0,0,0
77,Freuler,c,ATA,31,"6,21","6,74",5,0,0 / 0,0,4,5,0
78,Joao Pedro,c,CAG,22,"6,0","6,73",7,0,1 / 2,0,1,4,1
79,Nestorovski,a,PAL,37,"5,85","6,73",11,0,1 / 1,0,2,5,0
80,Politano,a,SAS,32,"6,17","6,72",5,0,2 / 2,0,5,5,0
81,Rugani,d,JUV,14,"6,43","6,71",2,0,0 / 0,0,0,4,0
82,Nalini,a,CRO,14,"6,21","6,71",2,0,0 / 0,0,2,2,0
83,Matri,a,SAS,27,"5,81","6,69",8,0,0 / 0,0,0,1,0
84,Rispoli,d,PAL,32,"6,09","6,67",6,0,0 / 0,0,3,5,0
85,Khedira,c,JUV,31,"6,10","6,65",5,0,0 / 0,0,3,2,0
86,Perica,a,UDI,26,"5,98","6,65",6,0,0 / 0,0,1,4,0
87,Candreva,c,INT,38,"6,01","6,62",6,0,0 / 1,0,9,2,0
88,Destro,a,BOL,30,"5,68","6,62",11,0,0 / 1,0,0,4,0
89,Murgia,c,LAZ,9,"6,0","6,61",2,0,0 / 0,0,0,1,0
90,Pasalic,c,MIL,23,"5,98","6,57",5,0,0 / 0,0,1,5,0
91,De Rossi,c,ROM,28,"6,16","6,54",4,0,2 / 2,0,3,9,0
92,Chiriches,d,NAP,13,"6,08","6,54",2,0,0 / 0,0,0,0,0
93,Milinkovic-Savic,c,LAZ,34,"6,13","6,54",4,0,0 / 0,0,6,8,0
94,Sau,a,CAG,34,"5,91","6,54",7,0,0 / 0,0,3,5,0
95,Castro,c,CHI,33,"6,06","6,53",5,0,0 / 0,0,4,5,1
96,Lulic,c,LAZ,31,"6,13","6,53",3,0,0 / 0,0,8,7,1
97,Quaison,c,PAL,15,"5,9","6,53",4,0,0 / 0,0,0,5,0
98,Benassi,c,TOR,27,"5,98","6,52",5,0,0 / 0,0,2,5,0
99,Chiesa,a,FIO,22,"6,14","6,52",3,0,0 / 0,0,2,3,1
100,Honda,c,MIL,4,"5,75","6,5",1,0,0 / 0,0,0,0,0
101,El Kaddouri,c,EMP,16,"6,03","6,5",3,0,0 / 0,0,1,5,0
102,Baselli,c,TOR,34,"5,97","6,5",6,0,0 / 0,0,3,6,0
103,Luis Alberto,a,LAZ,8,"5,88","6,5",1,0,0 / 0,0,2,0,0
104,Tello C.,c,FIO,33,"5,98","6,48",4,0,0 / 0,0,5,1,0
105,Acerbi,d,SAS,38,"6,16","6,45",4,0,1 / 1,0,0,2,0
106,Bruno Fernandes,c,SAM,32,"5,95","6,45",5,0,0 / 0,0,2,2,0
107,Caprari,a,PES,35,"5,9","6,44",9,0,1 / 3,0,2,8,0
108,Kurtic,c,ATA,37,"5,99","6,43",6,0,0 / 0,0,2,7,0
109,Marchisio,c,JUV,18,"6,25","6,42",1,0,0 / 0,0,1,2,0
110,Alex Sandro,d,JUV,26,"6,13","6,42",3,0,0 / 0,0,3,5,0
111,Fernandez M,c,MIL,11,"5,95","6,41",1,0,0 / 0,0,2,1,0
112,Ionita,c,CAG,17,"5,97","6,41",3,0,0 / 0,0,1,5,0
113,Chiellini,d,JUV,20,"6,15","6,4",2,0,0 / 0,0,1,4,0
114,De Vrij,d,LAZ,27,"6,15","6,39",2,0,0 / 0,0,2,3,0
115,Ocampos,c,MIL,22,"6,05","6,39",3,0,1 / 1,0,1,5,0
116,Pavoletti,a,NAP,13,"5,77","6,38",3,0,0 / 0,0,0,2,0
117,Parolo,c,LAZ,34,"6,10","6,38",5,0,0 / 0,0,0,11,0
118,Koulibaly,d,NAP,28,"6,27","6,38",2,0,0 / 0,0,0,6,0
119,Maxi Lopez,a,TOR,13,"5,96","6,38",2,0,0 / 0,0,0,2,0
120,Borja Valero,c,FIO,32,"6,12","6,36",1,0,0 / 0,0,7,5,0
121,Magnanelli,c,SAS,14,"6,21","6,36",1,0,0 / 0,0,0,2,0
122,Zappacosta,d,TOR,28,"6,12","6,36",1,0,0 / 0,0,4,1,0
123,Cristante,c,ATA,25,"5,96","6,36",3,0,0 / 0,0,2,2,0
124,Ragusa,a,SAS,22,"5,84","6,36",4,0,0 / 0,0,2,5,0
125,Joao Mario N.,c,INT,28,"5,95","6,36",3,0,0 / 0,0,5,5,0
126,Barbosa,a,INT,7,"6,07","6,36",1,0,0 / 0,0,0,3,0
127,Benali,c,PES,33,"5,83","6,35",6,0,0 / 0,0,2,4,1
128,Masiello,d,ATA,35,"6,21","6,34",3,0,0 / 0,0,0,9,0
129,Vecino,c,FIO,29,"6,02","6,34",3,0,0 / 0,0,4,7,0
130,Bonucci,d,JUV,29,"6,10","6,33",3,0,0 / 0,0,0,5,0
131,Gabbiadini,a,NAP,12,"5,67","6,33",3,0,1 / 1,0,0,0,1
132,Ninkovic,c,GEN,15,"5,97","6,33",2,0,0 / 0,0,1,3,0
133,Stoian,c,CRO,25,"5,94","6,32",3,0,0 / 0,0,2,3,0
134,Gagliardini,c,INT,28,"6,11","6,32",2,0,0 / 0,0,3,7,0
135,Spinazzola,c,ATA,30,"6,28","6,32",0,0,0 / 0,0,4,2,0
136,Di Gennaro D,c,CAG,20,"6,02","6,32",2,0,0 / 0,0,3,4,1
137,Viviani,c,BOL,15,"5,93","6,3",2,0,0 / 0,0,2,3,1
138,Cuadrado,c,JUV,30,"6,03","6,3",2,0,0 / 0,0,6,8,0
139,Benatia,d,JUV,15,"6,2","6,3",1,0,0 / 0,0,0,3,0
140,Grenier,c,ROM,5,"6,2","6,3",0,0,0 / 0,0,1,1,0
141,Taider,c,BOL,24,"5,94","6,29",3,0,0 / 0,0,0,1,0
142,D'alessandro,c,ATA,16,"6,09","6,28",1,0,0 / 0,0,1,2,0
143,Ghoulam,d,NAP,27,"6,07","6,28",0,0,0 / 0,0,6,1,0
144,Florenzi,d,ROM,9,"6,11","6,28",0,0,0 / 0,0,3,3,0
145,Dani Alves,d,JUV,16,"6,0","6,28",2,0,0 / 0,0,1,5,0
146,Sensi,c,SAS,16,"6,22","6,28",1,0,0 / 0,0,0,4,0
147,Ilicic,c,FIO,28,"5,91","6,27",5,0,1 / 3,0,2,2,0
148,Biglia,c,LAZ,28,"6,09","6,27",4,0,3 / 5,0,3,8,0
149,Trotta,a,CRO,26,"5,81","6,27",3,0,1 / 1,0,4,2,0
150,Simy,a,CRO,15,"5,67","6,27",3,0,0 / 0,0,0,0,0
151,Fazio,d,ROM,36,"6,11","6,26",2,0,0 / 0,0,1,3,0
152,Allan,c,NAP,28,"6,09","6,25",1,0,0 / 0,0,3,3,0
153,Giaccherini,c,NAP,8,"5,88","6,25",1,0,0 / 0,0,0,0,0
154,Saponara,c,FIO,27,"5,78","6,24",4,0,0 / 0,0,3,5,0
155,Maccarone,a,EMP,28,"5,68","6,20",5,0,2 / 2,0,2,3,1
156,Pandev,a,GEN,16,"5,72","6,19",3,0,0 / 0,0,0,1,1
157,Lazovic,c,GEN,33,"5,95","6,18",2,0,0 / 0,0,4,3,1
158,Ntcham,c,GEN,17,"5,68","6,18",3,0,0 / 0,0,1,3,0
159,Rigoni N,c,CHI,9,"5,94","6,17",1,0,0 / 0,0,0,2,0
160,Meggiorini,a,CHI,27,"5,94","6,17",3,0,0 / 0,0,0,6,0
161,Brozovic,c,INT,23,"5,76","6,17",4,0,0 / 0,0,1,7,0
162,Strinic,d,NAP,12,"6,12","6,17",0,0,0 / 0,0,2,3,0
163,Hateboer,d,ATA,3,"6,17","6,17",0,0,0 / 0,0,1,2,0
164,Croce,c,EMP,35,"6,13","6,16",1,0,0 / 0,0,0,4,0
165,Diawara,c,NAP,17,"6,18","6,15",0,0,0 / 0,0,0,1,0
166,Asamoah,c,JUV,17,"6,15","6,15",0,0,0 / 0,0,1,2,0
167,Emerson P.,d,ROM,23,"6,13","6,15",0,0,0 / 0,0,1,1,0
168,De Paul,c,UDI,33,"5,88","6,14",4,0,0 / 0,0,1,7,1
169,D'ambrosio,d,INT,32,"5,84","6,12",3,0,0 / 0,0,2,4,0
170,Evra,d,JUV,4,"6,12","6,12",0,0,0 / 0,0,0,0,0
171,Lichtsteiner,d,JUV,25,"6,02","6,12",1,0,0 / 0,0,2,5,0
172,Lemina,c,JUV,16,"5,97","6,12",1,0,0 / 0,0,0,1,0
173,Alvarez R,c,SAM,17,"5,82","6,12",2,0,0 / 0,0,1,2,1
174,Samir,d,UDI,21,"6,10","6,12",0,0,0 / 0,0,2,3,0
175,Jorginho,c,NAP,27,"6,06","6,11",0,0,0 / 0,0,3,3,0
176,Krejci,c,BOL,35,"5,86","6,11",1,0,1 / 1,0,7,2,0
177,Gamberini,d,CHI,20,"5,98","6,1",1,0,0 / 0,0,0,1,0
178,Barzagli,d,JUV,20,"6,15","6,1",0,0,0 / 0,0,0,2,0
179,Zapata C.,d,MIL,15,"5,9","6,1",1,0,0 / 0,0,0,0,0
180,Locatelli,c,MIL,25,"6,0","6,1",2,0,0 / 0,0,0,7,0
181,Lukaku J.,d,LAZ,15,"6,1","6,1",0,0,0 / 0,0,1,2,0
182,Romagnoli,d,MIL,27,"6,06","6,09",1,0,0 / 0,0,1,4,1
183,De Silvestri,d,TOR,16,"5,81","6,09",1,0,0 / 0,0,2,1,0
184,Torreira,c,SAM,35,"6,19","6,09",0,0,0 / 0,0,0,7,0
185,Badelj,c,FIO,31,"5,97","6,08",2,0,0 / 0,0,2,9,0
186,De Guzman,c,CHI,24,"5,85","6,08",2,0,1 / 1,0,1,3,0
187,Manolas,d,ROM,32,"6,19","6,08",0,0,0 / 0,0,0,7,0
188,Barreto,c,SAM,32,"5,98","6,08",2,0,0 / 0,0,0,4,1
189,Ferrari G.,d,CRO,37,"5,92","6,08",3,0,0 / 0,0,1,8,0
190,Niang,a,MIL,14,"5,79","6,07",3,0,1 / 3,0,2,0,1
191,Chochev,c,PAL,29,"5,76","6,07",3,0,0 / 0,0,2,4,0
192,Edenilson,d,GEN,14,"6,0","6,07",0,0,0 / 0,0,3,2,1
193,Linetty,c,SAM,34,"5,94","6,07",1,0,0 / 0,0,4,5,0
194,Thiam,a,EMP,14,"5,82","6,07",1,0,0 / 0,0,1,1,0
195,Laxalt,c,GEN,36,"5,96","6,06",1,0,0 / 0,0,3,5,0
196,Basta,d,LAZ,27,"5,91","6,06",1,0,0 / 0,0,2,2,0
197,Albiol,d,NAP,26,"6,17","6,06",0,0,0 / 0,0,1,8,0
198,Acquah,c,TOR,16,"5,94","6,06",2,0,0 / 0,0,0,2,3
199,Barberis,c,CRO,26,"6,0","6,06",0,0,0 / 0,0,3,3,0
200,Rincon,c,JUV,22,"6,05","6,05",0,0,0 / 0,0,2,4,0
201,Molinaro,d,TOR,10,"5,95","6,05",0,0,0 / 0,0,2,2,0
202,Boye',a,TOR,26,"5,94","6,04",1,0,0 / 0,0,2,5,0
203,Grassi,c,ATA,15,"5,9","6,03",1,0,0 / 0,0,0,2,0
204,Rigoni L,c,GEN,31,"5,92","6,03",3,0,0 / 0,0,1,13,0
205,Mitrita,c,PES,15,"5,73","6,03",1,0,0 / 0,0,2,1,0
206,Mazzitelli,c,SAS,16,"5,97","6,03",1,0,0 / 0,0,2,8,0
207,Moretti,d,TOR,23,"5,91","6,02",1,0,0 / 0,0,2,5,0
208,Barreca,d,TOR,27,"5,98","6,02",0,0,0 / 0,0,2,2,0
209,Morleo,d,BOL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
210,Gakpe',c,CHI,13,"5,85","6,0",1,0,0 / 0,0,0,2,0
211,Antonelli,d,MIL,6,"6,08","6,0",0,0,0 / 0,0,0,1,0
212,Bertolacci,c,MIL,13,"5,88","6,0",1,0,0 / 0,0,0,3,0
213,Maggio,d,NAP,5,"6,0","6,0",0,0,0 / 0,0,0,0,0
214,Duncan,c,SAS,19,"5,95","6,0",1,0,0 / 0,0,0,4,0
215,Lucas Evangelista,c,UDI,3,"5,83","6,0",0,0,0 / 0,0,1,1,0
216,Adjapong,d,SAS,6,"5,75","6,0",1,0,0 / 0,0,0,3,0
217,Ricci F.,a,SAS,18,"5,78","6,0",2,0,1 / 1,0,0,4,0
218,Rohden,c,CRO,33,"5,85","6,0",1,0,0 / 0,0,4,4,0
219,Hagi,a,FIO,2,"6,25","6,0",0,0,0 / 0,0,0,1,0
220,Cabezas,c,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
221,Taarabt,c,GEN,5,"5,8","6,0",0,0,0 / 0,0,1,0,0
222,Bastoni,d,ATA,3,"6,0","6,0",0,0,0 / 0,0,0,0,0
223,Melegoni,c,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
224,Silvestre,d,SAM,36,"5,99","5,99",0,0,0 / 0,0,2,2,1
225,Pasqual,d,EMP,32,"5,84","5,98",2,0,1 / 1,0,2,7,0
226,Bruno Peres,d,ROM,28,"5,79","5,98",2,0,0 / 0,0,1,3,0
227,Toloi,d,ATA,31,"6,10","5,98",0,0,0 / 0,0,0,7,0
228,Sampirisi,d,CRO,20,"5,8","5,98",1,0,0 / 0,0,1,1,0
229,Iturbe,a,TOR,16,"5,62","5,97",1,0,0 / 0,0,3,1,0
230,Diamanti,c,PAL,29,"5,90","5,97",1,0,0 / 0,0,4,8,1
231,Zampano,d,PES,34,"5,85","5,97",0,0,0 / 0,0,5,2,0
232,Kucka,c,MIL,28,"5,89","5,96",3,0,0 / 0,0,1,7,3
233,Cerri,a,PES,12,"5,5","5,96",2,0,0 / 0,0,0,1,0
234,Hoedt,d,LAZ,23,"5,89","5,96",2,0,0 / 0,0,0,5,0
235,Widmer,d,UDI,28,"5,86","5,96",0,0,0 / 0,0,4,2,0
236,Manaj,a,PES,12,"5,54","5,96",2,0,0 / 0,0,0,2,0
237,Gobbi,d,CHI,30,"5,87","5,95",1,0,0 / 0,0,2,5,0
238,Astori,d,FIO,33,"5,97","5,95",2,0,0 / 0,0,0,11,1
239,Trajkovski,a,PAL,9,"5,67","5,94",1,0,0 / 0,0,0,1,0
240,Dell'orco,d,SAS,9,"5,94","5,94",0,0,0 / 0,0,0,0,0
241,Martinez,a,TOR,9,"5,78","5,94",1,0,0 / 0,0,0,3,0
242,Praet,c,SAM,31,"5,87","5,94",1,0,0 / 0,0,1,4,0
243,Radu,d,LAZ,29,"5,86","5,93",2,0,0 / 0,0,1,10,0
244,Abate,d,MIL,23,"5,89","5,93",0,0,0 / 0,0,2,2,0
245,Antei,d,SAS,14,"5,86","5,93",1,0,0 / 0,0,0,4,0
246,Zukanovic,d,ATA,18,"5,94","5,92",0,0,0 / 0,0,0,1,0
247,Biraschi,d,GEN,6,"6,0","5,92",0,0,0 / 0,0,0,2,0
248,Helander,d,BOL,11,"5,77","5,91",1,0,0 / 0,0,0,3,0
249,Lombardi,a,LAZ,11,"5,95","5,91",1,0,0 / 0,0,0,4,0
250,Hiljemark,c,GEN,26,"5,69","5,90",2,0,0 / 0,0,0,1,0
251,Rudiger,d,ROM,25,"6,0","5,9",0,0,0 / 0,0,2,7,1
252,Drame',d,ATA,9,"5,94","5,89",0,0,0 / 0,0,0,1,0
253,Dimarco,d,EMP,9,"5,83","5,89",0,0,0 / 0,0,1,2,0
254,Miranda,d,INT,32,"5,98","5,89",0,0,0 / 0,0,0,6,0
255,Hernanes,c,JUV,9,"5,72","5,89",1,0,0 / 0,0,0,3,0
256,Badu,c,UDI,28,"5,82","5,89",0,0,0 / 0,0,3,2,0
257,Ceccherini,d,CRO,35,"5,93","5,89",1,0,0 / 0,0,0,9,0
258,Krunic,c,EMP,32,"5,84","5,88",2,0,0 / 0,0,0,10,0
259,Rosi,d,CRO,30,"5,95","5,88",1,0,0 / 0,0,1,12,0
260,Gnoukouri,c,UDI,4,"5,88","5,88",0,0,0 / 0,0,0,0,0
261,Sturaro,c,JUV,16,"6,03","5,88",0,0,0 / 0,0,0,5,0
262,Patric,d,LAZ,16,"5,94","5,88",0,0,0 / 0,0,1,4,0
263,Paletta,d,MIL,30,"5,93","5,88",2,0,0 / 0,0,1,3,5
264,Poli,c,MIL,8,"5,94","5,88",0,0,0 / 0,0,0,1,0
265,Maksimovic,d,NAP,8,"5,56","5,88",1,0,0 / 0,0,0,1,0
266,Pepe S.,c,PES,8,"5,88","5,88",0,0,0 / 0,0,0,0,0
267,Donsah,c,BOL,13,"5,81","5,88",0,0,0 / 0,0,2,2,0
268,Dessena,c,CAG,16,"5,69","5,88",2,0,0 / 0,0,0,4,1
269,Lirola,d,SAS,21,"5,81","5,88",0,0,0 / 0,0,3,3,0
270,Bastien,c,CHI,12,"5,62","5,88",1,0,0 / 0,0,0,0,0
271,Hallfredsson,c,UDI,27,"5,94","5,87",0,0,0 / 0,0,3,10,0
272,Palladino,a,GEN,31,"5,81","5,87",2,0,1 / 2,0,2,6,0
273,Calabria,d,MIL,11,"5,91","5,86",0,0,0 / 0,0,1,3,0
274,Cannavaro,d,SAS,18,"5,75","5,86",1,0,0 / 0,0,0,2,0
275,Rog,c,NAP,11,"6,05","5,86",0,0,0 / 0,0,0,4,0
276,Cacciatore,d,CHI,29,"5,86","5,84",1,0,0 / 0,0,1,7,1
277,Felipe,d,UDI,32,"5,86","5,84",1,0,0 / 0,0,1,9,0
278,Acosty,a,CRO,9,"5,94","5,83",0,0,0 / 0,0,0,2,0
279,Tachtsidis,c,CAG,26,"5,77","5,83",0,0,0 / 0,0,4,5,0
280,Tonev,c,CRO,12,"5,67","5,83",1,0,0 / 0,0,0,2,0
281,Pisacane,d,CAG,29,"5,81","5,83",1,0,0 / 0,0,1,7,0
282,Ewandro,a,UDI,3,"5,83","5,83",0,0,0 / 0,0,0,0,0
283,Miguel Veloso,c,GEN,23,"5,93","5,83",0,0,0 / 0,0,2,7,1
284,Pesic,a,ATA,3,"5,83","5,83",0,0,0 / 0,0,0,0,0
285,Okwonkwo,c,BOL,6,"5,75","5,83",0,0,0 / 0,0,1,1,0
286,Obi,c,TOR,20,"5,85","5,82",0,0,0 / 0,0,1,3,0
287,Kondogbia,c,INT,24,"5,75","5,81",1,0,0 / 0,0,2,5,1
288,Neto,p,JUV,8,"6,06","5,81",0,2,0 / 0,0,0,0,0
289,Isla,d,CAG,34,"5,69","5,81",1,0,0 / 0,0,6,10,0
290,Brugman,c,PES,26,"5,79","5,81",1,0,0 / 0,0,1,7,0
291,Castan,d,TOR,13,"5,96","5,81",0,0,0 / 0,0,0,4,0
292,Heurtaux,d,UDI,8,"5,88","5,81",0,0,0 / 0,0,1,3,0
293,Budimir,a,SAM,8,"5,81","5,81",0,0,0 / 0,0,0,0,0
294,Milic,d,FIO,16,"5,75","5,81",0,0,0 / 0,0,3,4,0
295,Bruno Henrique,c,PAL,32,"5,77","5,81",1,0,0 / 0,0,2,7,0
296,Costa,d,EMP,25,"5,76","5,8",2,0,0 / 0,0,0,6,0
297,Konko,d,ATA,10,"5,9","5,8",0,0,0 / 0,0,0,2,0
298,Penaranda,a,UDI,5,"5,8","5,8",0,0,0 / 0,0,0,0,0
299,Miangue,d,CAG,5,"5,9","5,8",0,0,0 / 0,0,0,1,0
300,Depaoli,c,CHI,5,"5,9","5,8",0,0,0 / 0,0,1,1,1
301,Medel,c,INT,26,"5,88","5,79",0,0,0 / 0,0,0,5,0
302,Valdifiori,c,TOR,24,"5,90","5,79",0,0,0 / 0,0,0,5,0
303,Sadiq,a,BOL,7,"5,79","5,79",0,0,0 / 0,0,1,2,0
304,Nagy,c,BOL,24,"5,88","5,79",0,0,0 / 0,0,0,4,0
305,Aleesami,d,PAL,31,"5,73","5,79",1,0,0 / 0,0,2,6,0
306,Cristoforo,c,FIO,14,"5,79","5,79",0,0,0 / 0,0,0,1,0
307,Bereszynski,d,SAM,12,"5,75","5,79",0,0,0 / 0,0,1,1,0
308,Montolivo,c,MIL,9,"5,89","5,78",0,0,0 / 0,0,0,2,0
309,Aquilani,c,SAS,23,"5,74","5,78",1,0,0 / 0,0,1,4,1
310,Rossettini,d,TOR,30,"5,8","5,77",1,0,0 / 0,0,0,8,0
311,Cataldi,c,GEN,22,"5,77","5,77",1,0,0 / 0,0,1,8,0
312,Djuricic,c,SAM,13,"5,81","5,77",0,0,0 / 0,0,1,4,0
313,Sanchez C,c,FIO,30,"5,77","5,77",1,0,0 / 0,0,0,6,0
314,Kums,c,UDI,26,"5,79","5,77",0,0,0 / 0,0,1,3,0
315,Izzo,d,GEN,29,"5,91","5,76",0,0,0 / 0,0,2,5,0
316,Marcos Alonso,d,FIO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
317,Padoin,c,CAG,28,"5,71","5,75",1,0,0 / 0,0,1,6,0
318,Missiroli,c,SAS,12,"5,88","5,75",0,0,0 / 0,0,0,3,0
319,Danilo Lar.,d,UDI,36,"5,79","5,75",2,0,0 / 0,0,0,9,1
320,Gollini,p,ATA,4,"6,12","5,75",0,1,0 / 0,0,0,1,0
321,Campagnaro,d,PES,18,"5,75","5,75",2,0,0 / 0,0,0,8,0
322,Memushaj,c,PES,36,"5,82","5,75",1,0,0 / 2,0,2,3,0
