,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
34,Perisic,c,INT,37,"5,99","7,01",11,0,0 / 0,0,9,4,0,22,-,4
35,Pellegri,a,GEN,4,"5,75","7,0",2,0,0 / 0,0,0,2,0,1,-,17
36,Gomez,a,ATA,33,"6,29","6,98",6,0,2 / 3,0,9,2,0,25,-,3
37,Inglese,a,CHI,33,"6,0","6,98",12,0,1 / 2,0,1,3,0,16,-,20
38,Rafinha,c,INT,16,"6,44","6,91",2,0,0 / 0,0,2,1,0,17,-,4
39,Pjanic,c,JUV,31,"6,31","6,90",5,0,0 / 0,0,8,5,0,19,-,1
40,Obi,c,TOR,20,"6,18","6,9",5,0,0 / 0,0,1,3,0,9,-,7
41,Politano,a,SAS,36,"6,11","6,88",10,0,0 / 2,0,4,1,0,19,-,11
42,Stepinski,a,CHI,16,"5,97","6,88",5,0,0 / 0,0,0,1,0,9,-,20
43,Pavoletti,a,CAG,33,"5,97","6,85",11,0,0 / 0,0,0,8,0,15,-,15
44,Suso,c,MIL,35,"6,19","6,84",6,0,0 / 0,0,7,2,1,19,-,5
45,Bonaventura,c,MIL,32,"6,03","6,83",8,0,0 / 0,0,3,3,0,17,-,5
46,Howedes,d,JUV,3,"6,0","6,83",1,0,0 / 0,0,0,1,0,4,-,1
47,Cristante,c,ATA,36,"6,11","6,82",9,0,0 / 1,0,3,3,0,15,-,3
48,Belotti,a,TOR,32,"5,98","6,80",10,0,0 / 2,0,3,2,0,23,-,7
49,El Shaarawy,a,ROM,32,"6,0","6,80",7,0,0 / 0,0,5,1,0,15,-,6
50,Brozovic,c,INT,28,"6,20","6,79",4,0,0 / 0,0,9,9,0,14,-,4
51,De Vrij,d,LAZ,36,"6,31","6,79",6,0,0 / 0,0,1,3,0,18,-,8
52,Edera,a,TOR,7,"6,21","6,79",1,0,0 / 0,0,1,0,0,5,-,7
53,Chiesa,c,FIO,36,"6,28","6,79",6,0,0 / 0,0,4,7,0,18,-,14
54,Nainggolan,c,ROM,31,"6,23","6,77",4,0,0 / 0,0,9,6,1,21,-,6
55,Kownacki,a,SAM,20,"5,95","6,75",5,0,0 / 0,0,1,0,0,9,-,9
56,Nani,a,LAZ,14,"5,96","6,75",3,0,0 / 0,0,3,2,0,9,-,8
57,Medeiros,c,GEN,10,"6,1","6,75",2,0,0 / 0,0,1,1,0,8,-,17
58,Calhanoglu,c,MIL,31,"6,15","6,74",6,0,0 / 0,0,4,5,1,17,-,5
59,Allan,c,NAP,37,"6,32","6,73",4,0,0 / 0,0,4,2,0,16,-,2
60,Guilherme,c,BEN,12,"6,08","6,71",2,0,0 / 0,0,2,1,0,9,-,
61,Barak,c,UDI,34,"6,03","6,69",7,0,0 / 0,0,4,5,0,11,-,12
62,Perotti,c,ROM,23,"6,11","6,67",5,0,2 / 4,0,4,0,0,12,-,6
63,Giaccherini,c,CHI,15,"6,13","6,63",3,0,0 / 0,0,1,6,0,7,-,20
64,Babacar,a,SAS,28,"5,93","6,62",6,0,3 / 3,0,2,1,0,11,-,11
65,De Sciglio,d,JUV,12,"6,42","6,62",1,0,0 / 0,0,0,1,0,5,-,1
66,Simic L,d,SPA,4,"6,0","6,62",1,0,0 / 0,0,0,1,0,3,-,13
67,Brignola,a,BEN,18,"6,14","6,61",3,0,0 / 0,0,2,5,0,8,-,
68,Masiello,d,ATA,31,"6,29","6,60",4,0,0 / 0,0,0,5,0,14,-,3
69,Veretout,c,FIO,36,"6,14","6,60",8,0,2 / 3,0,1,9,1,13,-,14
70,Freuler,c,ATA,35,"6,19","6,59",5,0,0 / 0,0,2,4,1,15,-,3
71,Kolarov,d,ROM,35,"6,26","6,59",2,0,0 / 0,0,7,3,0,16,-,6
72,Koulibaly,d,NAP,35,"6,24","6,57",5,0,0 / 0,0,0,5,1,15,-,2
73,Hamsik,c,NAP,38,"6,01","6,57",7,0,0 / 0,0,1,2,0,22,-,2
74,Rizzo,c,ATA,10,"5,95","6,55",2,0,0 / 0,0,0,0,0,3,-,3
75,Destro,a,BOL,25,"5,8","6,54",6,0,0 / 0,0,2,3,0,12,-,10
76,Skriniar,d,INT,38,"6,29","6,53",4,0,0 / 0,0,0,2,0,14,-,4
77,Caceres,d,LAZ,20,"5,95","6,52",4,0,0 / 0,0,1,3,0,8,-,8
78,Parolo,c,LAZ,31,"6,03","6,52",4,0,0 / 0,0,5,2,1,11,-,8
79,Skorupski,p,ROM,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,2,-,6
80,Floccari,a,SPA,16,"5,94","6,5",3,0,0 / 0,0,0,0,0,5,-,13
81,Alex Sandro,d,JUV,26,"6,04","6,5",4,0,0 / 0,0,4,8,0,12,-,1
82,Barella,c,CAG,34,"6,16","6,5",6,0,3 / 3,0,1,13,1,9,-,15
83,Ciciretti,c,BEN,12,"6,0","6,5",2,0,0 / 0,0,0,0,0,10,-,
84,Antonucci,a,ROM,2,"6,0","6,5",0,0,0 / 0,0,1,0,0,1,-,6
85,Torreira,c,SAM,36,"6,21","6,49",4,0,0 / 0,0,1,6,0,11,-,9
86,Castro,c,CHI,25,"6,06","6,48",3,0,0 / 0,0,3,3,0,10,-,20
87,Zielinski,c,NAP,36,"6,15","6,47",4,0,0 / 0,0,1,3,0,18,-,2
88,Trotta,a,CRO,32,"5,86","6,45",7,0,2 / 3,0,2,2,0,13,-,
89,De Silvestri,d,TOR,35,"6,03","6,44",5,0,0 / 0,0,2,3,1,13,-,7
90,Palacio,a,BOL,27,"6,07","6,43",4,0,0 / 0,0,2,9,0,9,-,10
91,Albiol,d,NAP,31,"6,21","6,42",3,0,0 / 0,0,1,7,0,13,-,2
92,Eder,a,INT,18,"5,97","6,42",3,0,0 / 0,0,0,4,0,9,-,4
93,Bastos,d,LAZ,20,"5,92","6,42",4,0,0 / 0,0,0,4,0,6,-,8
94,Galabinov,a,GEN,19,"5,89","6,42",3,0,1 / 1,0,2,2,0,4,-,17
95,Mandzukic,a,JUV,32,"5,95","6,41",5,0,0 / 0,0,2,3,1,13,-,1
96,Benali,c,CRO,10,"6,1","6,4",1,0,0 / 0,0,1,2,0,5,-,
97,Budimir,a,CRO,21,"5,74","6,40",6,0,0 / 0,0,0,8,0,7,-,
98,De Paul,c,UDI,35,"5,91","6,4",4,0,4 / 4,0,7,4,0,13,-,12
99,Caicedo,a,LAZ,15,"5,77","6,4",3,0,0 / 0,0,1,1,0,7,-,8
100,Jankto,c,UDI,36,"5,99","6,39",4,0,0 / 0,0,5,5,0,11,-,12
101,Cancelo,d,INT,23,"6,22","6,39",1,0,0 / 0,0,3,4,0,12,-,4
102,Tonelli,d,NAP,4,"5,62","6,38",1,0,0 / 0,0,0,0,0,3,-,2
103,Rossi,a,GEN,8,"6,0","6,38",1,0,0 / 0,0,0,0,0,8,-,17
104,Pellegrini Lo.,c,ROM,26,"6,04","6,38",3,0,0 / 0,0,2,2,1,9,-,6
105,Kalinic,a,MIL,30,"5,73","6,38",6,0,0 / 0,0,3,3,0,18,-,5
106,Benatia,d,JUV,20,"6,28","6,38",2,0,0 / 0,0,0,8,0,8,-,1
107,Matuidi,c,JUV,30,"6,1","6,38",3,0,0 / 0,0,1,3,0,12,-,1
108,D'alessandro,c,BEN,15,"6,13","6,37",1,0,0 / 0,0,1,1,0,6,-,
109,Birsa,c,CHI,34,"5,94","6,37",3,0,0 / 0,0,7,3,0,13,-,20
110,Lapadula,a,GEN,26,"5,81","6,37",6,0,3 / 4,0,1,3,0,11,-,17
111,Marusic,c,LAZ,31,"6,03","6,37",3,0,0 / 0,0,4,3,1,10,-,8
112,Ranocchia,d,INT,7,"6,07","6,36",2,0,0 / 0,0,0,4,0,5,-,4
113,Cornelius,a,ATA,20,"5,85","6,35",3,0,0 / 0,0,1,0,0,6,-,3
114,Lucas Leiva,c,LAZ,36,"6,28","6,35",2,0,0 / 0,0,1,9,0,14,-,8
115,Grassi,c,SPA,28,"6,07","6,34",3,0,0 / 0,0,0,3,0,12,-,13
116,Pandev,a,GEN,31,"5,92","6,34",5,0,0 / 0,0,1,4,1,12,-,17
117,Rugani,d,JUV,22,"6,09","6,34",2,0,0 / 0,0,1,3,0,10,-,1
118,Petagna,a,ATA,29,"5,93","6,34",4,0,0 / 0,0,3,6,0,12,-,3
119,Joao Pedro,c,CAG,22,"5,77","6,34",5,0,1 / 1,0,1,5,1,9,-,15
120,Diawara,c,NAP,15,"6,07","6,33",1,0,0 / 0,0,1,1,0,5,-,2
121,Paloschi,a,SPA,33,"5,70","6,33",7,0,0 / 0,0,1,2,0,10,-,13
122,Viola,c,BEN,22,"5,98","6,32",2,0,0 / 1,0,6,1,1,8,-,
123,Coda M,a,BEN,20,"5,7","6,32",4,0,1 / 1,0,1,1,0,7,-,
124,Sandro,c,BEN,14,"6,25","6,32",1,0,0 / 0,0,0,4,0,9,-,
125,Pazzini,a,VER,18,"5,67","6,31",4,0,4 / 4,0,0,1,0,14,-,
126,Cionek,d,SPA,15,"6,27","6,3",1,0,0 / 0,0,0,5,0,8,-,13
127,Linetty,c,SAM,28,"6,05","6,30",3,0,0 / 0,0,2,8,0,9,-,9
128,Ingelsson,c,UDI,5,"5,7","6,3",1,0,0 / 0,0,0,0,0,3,-,12
129,Lazzari,c,SPA,35,"6,16","6,3",2,0,0 / 0,0,1,4,0,11,-,13
130,Calabria,d,MIL,18,"6,0","6,28",1,0,0 / 0,0,3,0,1,7,-,5
131,Sensi,c,SAS,16,"5,97","6,28",2,0,0 / 0,0,0,2,0,5,-,11
132,Benassi,c,FIO,35,"5,87","6,27",5,0,0 / 0,0,2,6,0,10,-,14
133,Conti,d,MIL,2,"6,25","6,25",0,0,0 / 0,0,0,0,0,3,-,5
134,Laxalt,c,GEN,32,"5,94","6,25",3,0,0 / 0,0,2,2,0,10,-,17
135,Caldara,d,ATA,24,"6,10","6,25",3,0,0 / 1,0,0,5,0,9,-,3
136,Gosens,d,ATA,20,"6,08","6,25",1,0,0 / 0,0,1,1,0,8,-,3
137,Crociata,c,CRO,10,"5,95","6,25",1,0,0 / 0,0,0,0,0,4,-,
138,Farago',c,CAG,33,"5,94","6,24",2,0,0 / 0,0,5,2,0,10,-,15
139,Caprari,a,SAM,32,"5,83","6,23",5,0,0 / 0,0,1,4,1,9,-,9
140,Karamoh,a,INT,11,"5,95","6,23",1,0,0 / 0,0,0,0,0,6,-,4
141,Sagna,d,BEN,13,"6,04","6,23",1,0,0 / 0,0,0,1,0,7,-,
142,Manolas,d,ROM,29,"6,02","6,22",2,0,0 / 0,0,0,0,0,11,-,6
143,Donsah,c,BOL,25,"6,0","6,22",2,0,0 / 0,0,1,3,0,6,-,10
144,Toloi,d,ATA,30,"6,15","6,22",1,0,0 / 0,0,3,6,1,10,-,3
145,Ansaldi,d,TOR,25,"6,12","6,22",1,0,0 / 0,0,3,5,1,9,-,7
146,Gerson,c,ROM,18,"5,86","6,22",2,0,0 / 0,0,1,1,0,5,-,6
147,Ramirez,c,SAM,36,"5,90","6,22",3,0,0 / 0,0,7,9,0,11,-,9
148,Chiellini,d,JUV,24,"6,21","6,21",0,0,0 / 0,0,1,2,0,9,-,1
149,Candreva,c,INT,34,"6,03","6,21",0,0,0 / 0,0,8,4,0,13,-,4
150,Fazio,d,ROM,33,"6,12","6,21",2,0,0 / 0,0,0,6,0,12,-,6
151,Sanchez C,c,FIO,7,"5,93","6,21",1,0,0 / 0,0,0,2,0,4,-,14
152,Berenguer,c,TOR,17,"5,88","6,21",1,0,0 / 0,0,3,1,0,7,-,7
153,Lulic,c,LAZ,35,"5,97","6,2",3,0,1 / 1,0,5,6,1,11,-,8
154,Lukaku J.,d,LAZ,30,"6,07","6,2",1,0,0 / 0,0,2,2,0,8,-,8
155,Taarabt,c,GEN,22,"6,0","6,20",2,0,0 / 0,0,2,5,1,5,-,17
156,N'koulou,d,TOR,37,"6,09","6,20",2,0,0 / 0,0,0,4,0,12,-,7
157,Saponara,c,FIO,16,"6,03","6,19",0,0,0 / 0,0,4,3,0,8,-,14
158,Faraoni,d,CRO,24,"5,85","6,19",2,0,0 / 0,0,3,2,0,7,-,
159,Romulo,d,VER,37,"5,91","6,19",3,0,2 / 2,0,5,7,0,12,-,
160,Bessa,c,GEN,25,"5,84","6,18",3,0,0 / 0,0,2,5,0,8,-,17
161,Widmer,d,UDI,22,"5,77","6,18",3,0,0 / 0,0,1,2,0,8,-,12
162,Kean,a,VER,19,"5,68","6,18",4,0,0 / 0,0,0,5,0,5,-,
163,Capezzi,c,SAM,3,"5,83","6,17",0,0,0 / 0,0,1,0,0,2,-,9
164,Jorginho,c,NAP,32,"6,02","6,16",2,0,1 / 2,0,4,5,0,9,-,2
165,Astori,d,FIO,25,"6,1","6,16",1,0,0 / 0,0,1,5,0,12,-,14
166,Kessie',c,MIL,37,"5,93","6,16",5,0,3 / 4,0,1,9,0,12,-,5
167,Cerci,a,VER,23,"5,74","6,15",3,0,1 / 1,0,1,1,0,9,-,
168,Niang,a,TOR,24,"5,71","6,15",4,0,0 / 0,0,1,5,0,8,-,7
169,Rog,c,NAP,10,"5,95","6,15",1,0,0 / 0,0,0,2,0,2,-,2
170,Taider,c,BOL,7,"6,0","6,14",0,0,0 / 0,0,1,0,0,7,-,10
171,Praet,c,SAM,32,"6,05","6,14",1,0,0 / 0,0,2,4,0,10,-,9
172,Florenzi,c,ROM,31,"6,0","6,13",1,0,0 / 1,0,5,2,0,10,-,6
173,Palomino,d,ATA,23,"6,07","6,13",1,0,0 / 0,0,0,3,0,7,-,3
174,Mario Rui,d,NAP,24,"5,92","6,12",2,0,0 / 0,0,4,8,1,10,-,2
175,Vecino,c,INT,28,"5,89","6,12",3,0,0 / 0,0,2,7,1,8,-,4
176,Izzo,d,GEN,16,"6,0","6,12",1,0,0 / 0,0,0,2,0,4,-,17
177,Martella,d,CRO,30,"5,97","6,12",1,0,0 / 0,0,3,3,0,12,-,
178,Lemos,d,SAS,8,"5,88","6,12",1,0,0 / 0,0,0,2,0,7,-,11
179,De Roon,c,ATA,33,"6,02","6,11",3,0,1 / 2,0,2,8,1,10,-,3
180,Di Francesco F.,c,BOL,22,"5,93","6,11",1,0,0 / 0,0,3,4,0,7,-,10
181,Maggio,d,NAP,10,"6,1","6,1",0,0,0 / 0,0,0,0,0,3,-,2
182,Gil Dias,c,FIO,24,"5,83","6,10",2,0,0 / 0,0,1,1,0,5,-,14
183,D'ambrosio,d,INT,34,"5,91","6,09",2,0,0 / 0,0,3,6,0,9,-,4
184,Viviani,c,SPA,29,"5,97","6,09",3,0,0 / 1,0,2,9,0,9,-,13
185,Alvarez R,c,SAM,11,"5,82","6,09",1,0,0 / 0,0,0,0,0,4,-,9
186,Nalini,c,CRO,23,"6,0","6,09",0,0,0 / 0,0,3,2,0,9,-,
187,Schiattarella,c,SPA,27,"6,06","6,09",1,0,0 / 0,0,4,12,0,7,-,13
188,Hetemaj,c,CHI,32,"5,94","6,08",3,0,0 / 0,0,2,9,0,10,-,20
189,Marchisio,c,JUV,12,"6,04","6,08",0,0,0 / 0,0,1,1,0,6,-,1
190,Baselli,c,TOR,31,"5,87","6,08",4,0,0 / 0,0,1,11,1,10,-,7
191,Ceppitelli,d,CAG,25,"5,94","6,08",3,0,0 / 0,0,0,7,0,9,-,15
192,Zampano,d,UDI,6,"5,75","6,08",0,0,0 / 0,0,2,0,0,5,-,12
193,Joao Mario N.,c,INT,12,"5,92","6,08",0,0,0 / 0,0,2,0,0,8,-,4
194,Bonifazi,d,TOR,6,"6,08","6,08",0,0,0 / 0,0,0,0,0,3,-,7
195,Romagnoli,d,MIL,27,"6,02","6,07",2,0,0 / 0,0,0,7,1,10,-,5
196,Dell'orco,d,SAS,7,"6,07","6,07",0,0,0 / 0,0,0,0,0,4,-,11
197,Iemmello,a,BEN,15,"5,6","6,07",2,0,1 / 1,0,1,0,0,5,-,
198,Eysseric,c,FIO,15,"5,87","6,07",1,0,0 / 0,0,1,2,0,7,-,14
199,Schick,a,ROM,17,"5,71","6,06",2,0,0 / 0,0,0,0,0,10,-,6
200,Vitor Hugo,d,FIO,18,"6,0","6,06",1,0,0 / 0,0,0,4,0,6,-,14
201,Basta,d,LAZ,11,"5,95","6,05",0,0,0 / 0,0,1,0,0,3,-,8
202,Rigoni L,c,GEN,22,"5,80","6,05",2,0,0 / 0,0,2,5,0,5,-,17
203,Dabo,c,FIO,10,"5,9","6,05",1,0,0 / 0,0,0,1,1,6,-,14
204,Badelj,c,FIO,27,"6,0","6,04",2,0,0 / 0,0,0,8,1,7,-,14
205,Pellissier,a,CHI,15,"5,8","6,03",1,0,0 / 0,0,1,1,0,4,-,20
206,Hiljemark,c,GEN,15,"5,87","6,03",0,0,0 / 0,0,3,1,0,6,-,17
207,Pulgar,c,BOL,32,"5,95","6,03",3,0,0 / 1,0,1,9,0,8,-,10
208,Mandragora,c,CRO,36,"5,96","6,01",2,0,0 / 0,0,0,8,0,8,-,
209,Maietta,d,BOL,7,"6,07","6,0",0,0,0 / 0,0,0,1,0,5,-,10
210,Stoian,c,CRO,30,"5,75","6,0",2,0,0 / 0,0,4,5,0,9,-,
211,Sepe,p,NAP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,2
212,Emerson P.,d,ROM,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,6
213,Lazaar,d,BEN,7,"5,57","6,0",1,0,0 / 0,0,0,0,0,2,-,
214,Maksimovic,d,NAP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-,2
215,Zappacosta,d,TOR,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,9,-,7
216,Spinazzola,c,ATA,18,"5,92","6,0",0,0,0 / 0,0,2,1,0,5,-,3
217,Nagy,c,BOL,12,"5,79","6,0",1,0,0 / 0,0,0,1,0,5,-,10
218,Palladino,a,GEN,4,"6,12","6,0",0,0,0 / 0,0,0,1,0,3,-,17
219,Pinamonti,a,INT,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,4
220,Lo Faso,a,FIO,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,14
221,Bastoni,d,ATA,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,3
222,Scamacca,a,SAS,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,11
223,Lyanco,d,TOR,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,7
224,Hector Moreno,d,ROM,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,4,-,6
225,Karsdorp,d,ROM,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,6
226,Gaudino,c,CHI,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,20
227,Borini,a,MIL,22,"5,75","6,0",2,0,0 / 0,0,1,4,0,7,-,5
228,Ounas,a,NAP,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-,2
229,Falletti,c,BOL,10,"5,75","6,0",1,0,0 / 0,0,0,1,0,4,-,10
230,Bajic,a,UDI,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,9,-,12
231,Salcedo E.,a,GEN,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,17
232,Lykogiannis,d,CAG,9,"5,83","6,0",0,0,0 / 0,0,2,2,0,6,-,15
233,Diaby,c,CRO,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,
234,Pezzella Ger.,d,FIO,34,"6,07","5,99",1,0,0 / 0,0,0,12,0,9,-,14
235,Spolli,d,GEN,21,"6,14","5,98",0,0,0 / 0,0,0,7,0,7,-,17
236,Cacciatore,d,CHI,33,"5,82","5,98",2,0,0 / 0,0,3,5,1,7,-,20
237,Behrami,c,UDI,20,"5,95","5,98",1,0,0 / 0,0,0,5,0,6,-,12
238,Borja Valero,c,INT,33,"5,83","5,97",2,0,0 / 0,0,0,3,0,10,-,4
239,Verde,a,VER,30,"5,67","5,97",2,0,0 / 0,0,3,0,0,7,-,
240,Poli,c,BOL,31,"5,94","5,97",2,0,0 / 0,0,0,8,1,8,-,10
241,Castagne,d,ATA,19,"5,97","5,97",0,0,0 / 0,0,2,4,0,6,-,3
242,Radovanovic,c,CHI,35,"5,96","5,96",1,0,0 / 0,0,1,6,1,8,-,20
243,Goldaniga,d,SAS,13,"6,0","5,96",1,0,0 / 0,0,0,3,2,4,-,11
244,Orsolini,a,BOL,12,"5,96","5,96",0,0,0 / 0,0,0,0,0,4,-,10
245,Asamoah,d,JUV,19,"6,05","5,95",0,0,0 / 0,0,0,4,0,5,-,1
246,De Rossi,c,ROM,21,"5,95","5,95",1,0,0 / 0,0,1,6,1,7,-,6
247,Andre' Silva,a,MIL,22,"5,68","5,95",2,0,0 / 0,0,0,0,0,9,-,5
248,Biglia,c,MIL,26,"5,88","5,94",1,0,0 / 0,0,1,5,0,8,-,5
249,Nuytinck,d,UDI,27,"5,83","5,94",1,0,0 / 0,0,1,2,0,8,-,12
250,Zuculini F,c,VER,7,"6,0","5,93",0,0,0 / 0,0,0,1,0,4,-,
251,Bonucci,d,MIL,35,"5,86","5,93",2,0,0 / 0,0,0,5,1,11,-,5
252,Silvestre,d,SAM,34,"5,94","5,93",1,0,0 / 0,0,0,3,0,9,-,9
253,Missiroli,c,SAS,35,"5,87","5,93",1,0,0 / 0,0,1,4,0,10,-,11
254,Maxi Lopez,a,UDI,27,"5,65","5,93",2,0,1 / 1,0,2,1,0,6,-,12
255,Dzemaili,c,BOL,15,"5,87","5,93",1,0,0 / 0,0,0,4,0,10,-,10
256,Djuricic,c,BEN,15,"5,9","5,93",0,0,0 / 0,0,1,1,0,7,-,
257,Dainelli,d,CHI,19,"6,03","5,92",0,0,0 / 0,0,0,4,0,7,-,20
258,Ricci F.,a,CRO,18,"5,81","5,92",1,0,0 / 0,0,1,4,0,5,-,
259,Letschert,d,SAS,6,"5,92","5,92",0,0,0 / 0,0,0,0,0,2,-,11
260,Andersen,d,SAM,6,"5,92","5,92",0,0,0 / 0,0,0,0,0,4,-,9
261,Kurtic,c,SPA,29,"5,72","5,91",3,0,0 / 0,0,0,7,0,8,-,13
262,Hysaj,d,NAP,35,"5,94","5,91",0,0,0 / 0,0,1,2,1,9,-,2
263,Abate,d,MIL,16,"5,81","5,91",1,0,0 / 0,0,0,3,0,5,-,5
264,Zapata C.,d,MIL,11,"6,0","5,91",0,0,0 / 0,0,0,2,0,5,-,5
265,Fofana,c,UDI,27,"5,69","5,91",3,0,1 / 1,0,0,4,1,7,-,12
266,Barzagli,d,JUV,20,"6,0","5,9",0,0,0 / 0,0,1,2,0,6,-,1
267,Matri,a,SAS,20,"5,78","5,9",3,0,1 / 3,0,0,1,0,5,-,11
268,Hateboer,d,ATA,32,"5,94","5,89",0,0,0 / 0,0,0,3,0,9,-,3
269,Mancini,d,ATA,9,"5,83","5,89",1,0,0 / 0,0,0,4,1,3,-,3
270,Montolivo,c,MIL,16,"5,78","5,88",1,0,0 / 0,0,1,3,1,4,-,5
271,Ferrari G.,d,SAM,30,"5,75","5,88",2,0,0 / 0,0,0,4,0,6,-,9
272,Barberis,c,CRO,38,"5,71","5,88",2,0,0 / 0,0,1,1,0,8,-,
273,Boye',a,TOR,8,"5,75","5,88",0,0,0 / 0,0,1,0,0,6,-,7
274,Garritano,c,CHI,8,"5,88","5,88",0,0,0 / 0,0,0,0,0,4,-,20
275,Vido,a,ATA,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,2,-,3
276,Strootman,c,ROM,29,"5,83","5,86",1,0,0 / 0,0,0,4,0,8,-,6
277,Acerbi,d,SAS,38,"5,96","5,86",0,0,0 / 0,0,0,4,0,11,-,11
278,Miguel Veloso,c,GEN,22,"5,82","5,86",1,0,0 / 0,0,0,4,0,5,-,17
279,Cossu,c,CAG,7,"5,71","5,86",0,0,0 / 0,0,1,0,0,3,-,15
280,Cassata,c,SAS,7,"5,71","5,86",1,0,0 / 0,0,0,3,1,1,-,11
281,Valoti,c,VER,25,"5,68","5,86",3,0,0 / 0,0,0,9,0,6,-,
282,Stryger Larsen,d,UDI,29,"5,81","5,86",1,0,0 / 0,0,1,5,0,8,-,12
283,Lee,a,VER,11,"5,73","5,86",1,0,0 / 0,0,0,4,0,4,-,
284,Miranda,d,INT,31,"5,98","5,85",0,0,0 / 0,0,0,8,0,9,-,4
285,Patric,d,LAZ,10,"5,8","5,85",0,0,0 / 0,0,1,1,0,3,-,8
286,Gonalons,c,ROM,13,"5,85","5,85",0,0,0 / 0,0,1,2,0,5,-,6
287,Pucciarelli,a,CHI,19,"5,61","5,84",2,0,0 / 0,0,0,3,0,5,-,20
288,Lazovic,c,GEN,19,"5,84","5,84",0,0,0 / 0,0,1,2,0,6,-,17
289,Radu,d,LAZ,31,"5,94","5,84",0,0,0 / 0,0,2,8,1,6,-,8
290,Ceccherini,d,CRO,37,"5,81","5,84",1,0,0 / 0,0,1,4,1,11,-,
291,Biraschi,d,GEN,22,"5,84","5,84",0,0,0 / 0,0,1,2,0,6,-,17
292,Cigarini,c,CAG,26,"5,87","5,83",2,0,0 / 1,0,3,12,1,6,-,15
293,Strinic,d,SAM,15,"5,77","5,83",0,0,0 / 0,0,2,2,0,3,-,9
294,Defrel,a,ROM,12,"5,62","5,83",1,0,1 / 1,0,0,1,0,6,-,6
295,Locatelli,c,MIL,15,"5,97","5,83",0,0,0 / 0,0,0,4,0,4,-,5
296,Farias,a,CAG,26,"5,75","5,83",1,0,0 / 1,0,4,4,0,7,-,15
297,Rohden,c,CRO,24,"5,62","5,83",2,0,0 / 0,0,0,2,0,4,-,
298,Gaspar B,d,FIO,12,"5,71","5,83",0,0,0 / 0,0,2,2,0,4,-,14
299,Vukovic,d,VER,15,"5,6","5,83",1,0,0 / 0,0,1,1,0,5,-,
300,De Maio,d,BOL,25,"5,8","5,82",2,0,0 / 0,0,0,7,0,6,-,10
301,Nagatomo,d,INT,11,"5,86","5,82",0,0,0 / 0,0,0,1,0,4,-,4
302,Sturaro,c,JUV,11,"5,86","5,82",0,0,0 / 0,0,0,1,0,2,-,1
303,Bertolacci,c,GEN,33,"5,86","5,82",1,0,0 / 0,0,0,7,1,8,-,17
304,Costa F,d,SPA,22,"5,86","5,82",0,0,0 / 0,0,1,4,0,7,-,13
305,Bentancur,c,JUV,11,"5,82","5,82",0,0,0 / 0,0,0,0,0,3,-,1
306,Romagnoli S.,d,BOL,8,"5,88","5,81",0,0,0 / 0,0,0,1,0,4,-,10
307,Rincon,c,TOR,36,"5,89","5,81",1,0,0 / 0,0,0,12,0,8,-,7
308,Armenteros,a,BEN,8,"5,5","5,81",1,0,0 / 0,0,0,1,0,7,-,
309,Tosca,d,BEN,13,"5,85","5,81",0,0,0 / 0,0,0,1,0,5,-,
310,Cofie,c,GEN,10,"5,85","5,8",0,0,0 / 0,0,0,1,0,3,-,17
311,Moretti,d,TOR,22,"5,93","5,80",0,0,0 / 0,0,0,6,0,6,-,7
312,Sau,a,CAG,27,"5,72","5,80",2,0,0 / 1,0,0,2,0,8,-,15
313,Biraghi,d,FIO,34,"5,69","5,79",1,0,0 / 0,0,4,7,0,7,-,14
314,Chiriches,d,NAP,7,"5,86","5,79",0,0,0 / 0,0,0,1,0,2,-,2
315,Lirola,d,SAS,24,"5,79","5,79",0,0,0 / 0,0,1,2,0,5,-,11
316,Lombardi,a,BEN,17,"5,76","5,79",0,0,0 / 0,0,2,3,0,3,-,
317,Falcinelli,a,FIO,29,"5,57","5,78",2,0,0 / 0,0,1,2,0,10,-,14
318,Molinaro,d,TOR,20,"5,78","5,78",0,0,0 / 0,0,1,2,0,4,-,7
319,Milenkovic,d,FIO,16,"5,84","5,78",0,0,0 / 0,0,0,0,1,5,-,14
